,Mutation Value,Disease Implicated,Count
6156,T->C,"Thrombophilia due to protein S deficiency, autosomal recessive",1
6157,T->C,Thyroid dysgenesis,1
6158,T->C,"Thyroid hormone resistance, generalized, autosomal dominant",2
6159,T->C,"Thyroid hormone resistance, selective pituitary",1
6160,T->C,Tumor susceptibility linked to germline BAP1 mutations,3
6161,T->C,Type A1 brachydactyly,1
6162,T->C,UDPglucose-4-epimerase deficiency,1
6163,T->C,"UDPglucose-4-epimerase deficiency, not provided",1
6164,T->C,"Usher syndrome, Usher syndrome, type 2A, Retinitis pigmentosa 39",1
6165,T->C,"Usher syndrome, Usher syndrome, type 2A, Retinitis pigmentosa 39, not provided",1
6166,T->C,"Usher syndrome, type 2A, Retinitis pigmentosa 39, USH2A-Related Disorders",1
6167,T->C,"Usher syndrome, type 2A, Retinitis pigmentosa 39, not provided",1
6168,T->C,"Variegate porphyria, Variegate porphyria, homozygous",1
6169,T->C,"Ventricular tachycardia, catecholaminergic polymorphic, 2",1
6170,T->C,Vesicoureteral reflux 2,1
6171,T->C,Visceral myopathy,1
6172,T->C,"Visual impairment, Central scotoma, Macular degeneration, Retinal atrophy, Stargardt disease 1, not provided",1
6173,T->C,Von Hippel-Lindau syndrome,3
6174,T->C,"Von Hippel-Lindau syndrome, Erythrocytosis, familial, 2",4
6175,T->C,"Von Hippel-Lindau syndrome, Hereditary cancer-predisposing syndrome, Erythrocytosis, familial, 2, not provided",1
6176,T->C,"Von Hippel-Lindau syndrome, Hereditary cancer-predisposing syndrome, not provided",1
6177,T->C,"Von Hippel-Lindau syndrome, not provided",1
6178,T->C,Waardenburg syndrome type 2A,2
6179,T->C,Warburg-Cinotti syndrome,1
6180,T->C,"Xeroderma pigmentosum, group C",1
6181,T->C,"Zinc deficiency, transient neonatal",1
6182,T->C,mitochondrial 3-hydroxy-3-methylglutaryl-CoA synthase deficiency,1
6183,T->C,"not provided, not provided",1
6186,T->G,Adrenocorticotropic hormone deficiency,1
6187,T->G,Adult junctional epidermolysis bullosa,1
6188,T->G,Aldosterone Producing Adrenal Cortex Adenoma,2
6189,T->G,Amyotrophic lateral sclerosis 22 with or without frontotemporal dementia,1
6190,T->G,Amyotrophic lateral sclerosis type 10,1
6191,T->G,Aplastic anemia,1
6192,T->G,Autosomal recessive hypohidrotic ectodermal dysplasia syndrome,1
6193,T->G,Bardet-Biedl syndrome 3,1
6194,T->G,Basal laminar drusen,1
6195,T->G,Benign familial hematuria,1
6196,T->G,Benign scapuloperoneal muscular dystrophy with cardiomyopathy,1
6197,T->G,Biotin-thiamine-responsive basal ganglia disease,1
6198,T->G,Biotinidase deficiency,11
6199,T->G,Boomerang dysplasia,1
6200,T->G,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2DD",1
6201,T->G,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIq",1
6202,T->G,"Cardiac valvular defect, developmental",1
6203,T->G,"Cataract 2, Coppock-like",1
6204,T->G,"Ceroid lipofuscinosis neuronal 1, not provided",1
6205,T->G,"Charcot-Marie-Tooth disease, demyelinating, type 1b",1
6206,T->G,"Charcot-Marie-Tooth disease, demyelinating, type 1b, Charcot-Marie-Tooth disease, type I, not provided",2
6207,T->G,"Colon cancer, Lynch syndrome, not provided",1
6208,T->G,Combined oxidative phosphorylation deficiency 1,1
6209,T->G,Combined oxidative phosphorylation deficiency 28,1
6210,T->G,"Cone-rod dystrophy 10, Retinitis pigmentosa 35",1
6211,T->G,Congenital disorder of glycosylation type 1C,1
6212,T->G,"Constipation, Migraine, Abnormal blistering of the skin, Abnormal urinary color",1
6213,T->G,Cranioectodermal dysplasia 1,1
6214,T->G,Cranioectodermal dysplasia 2,1
6215,T->G,"Crigler-Najjar syndrome, type II",1
6216,T->G,D-2-hydroxyglutaric aciduria 1,1
6217,T->G,"Deafness, autosomal recessive 9",1
6218,T->G,"Deficiency of iodide peroxidase, not provided",1
6219,T->G,Desmosterolosis,1
6220,T->G,"Dilated cardiomyopathy 1A, not provided",1
6221,T->G,"Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome, not provided",1
6222,T->G,Distal myopathy Markesbery-Griggs type,1
6223,T->G,"Ectodermal dysplasia 11a, hypohidrotic/hair/tooth type, autosomal dominant, Autosomal dominant hypohidrotic ectodermal dysplasia",1
6224,T->G,"Ectopia lentis, isolated autosomal recessive",1
6225,T->G,"Ehlers-Danlos syndrome, type 4",6
6226,T->G,Eichsfeld type congenital muscular dystrophy,2
6227,T->G,Elliptocytosis 1,1
6228,T->G,Elliptocytosis 2,1
6229,T->G,Endplate acetylcholinesterase deficiency,1
6230,T->G,"Epilepsy, nocturnal frontal lobe, type 3",1
6231,T->G,Familial cold autoinflammatory syndrome 4,1
6232,T->G,Familial hypercholesterolemia,2
6233,T->G,Familial porphyria cutanea tarda,1
6234,T->G,Gaucher disease,1
6235,T->G,"Gaucher's disease, type 1",1
6236,T->G,"Generalized epilepsy with febrile seizures plus, type 1, Generalized epilepsy with febrile seizures plus, type 2",1
6237,T->G,Gillespie syndrome,1
6238,T->G,"Glycogen storage disease, type IV, Glycogen storage disease IV, classic hepatic, Glycogen storage disease IV, nonprogressive hepatic, Adult polyglucosan body neuropathy, GBE1-Related Disorders, not provided",1
6239,T->G,Gonadotropin-independent familial sexual precocity,1
6240,T->G,"Heart-hand syndrome, Slovenian type, not provided",1
6241,T->G,Hemochromatosis type 4,2
6242,T->G,"Hepatocellular carcinoma, Acute myeloid leukemia, Chronic lymphocytic leukemia, Renal cell carcinoma, papillary, 1, Transitional cell carcinoma of the bladder, Adrenocortical carcinoma, Multiple myeloma, Cutaneous melanoma, Lung adenocarcinoma, Non-small cell lung cancer, Neoplasm of brain, Neoplasm of the thyroid gland, Neoplasm of the large intestine, Malignant melanoma of skin, Glioblastoma, Nasopharyngeal Neoplasms, Malignant neoplasm of body of uterus, Adenocarcinoma of stomach, Ovarian Serous Cystadenocarcinoma, not provided",1
6243,T->G,Hereditary cancer-predisposing syndrome,6
6244,T->G,"Hereditary cancer-predisposing syndrome, Lynch syndrome",4
6245,T->G,"Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I",1
6246,T->G,"Hereditary cancer-predisposing syndrome, not provided",1
6247,T->G,Hereditary nonpolyposis colon cancer,2
6248,T->G,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome",1
6249,T->G,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, not provided",1
6250,T->G,"Hereditary nonpolyposis colon cancer, Lynch syndrome",1
6251,T->G,Hermansky-Pudlak syndrome 3,1
6252,T->G,Homocysteinemia due to MTHFR deficiency,2
6253,T->G,"Hutchinson-Gilford progeria syndrome, childhood-onset, not provided",1
6254,T->G,"Hyperbilirubinemia, Lucey-Driscoll syndrome, Crigler-Najjar syndrome, type II",1
6255,T->G,"Hypercholesterolemia, autosomal recessive",1
6256,T->G,"Hyperuricemic nephropathy, familial juvenile, 4",1
6257,T->G,"Hypocalcemia, autosomal dominant 1",2
6258,T->G,"Hypocalciuric hypercalcemia, familial, type 1",1
6259,T->G,"Hypogonadism, diabetes mellitus, alopecia, mental retardation and electrocardiographic abnormalities",1
6260,T->G,Hypomyelination with brainstem and spinal cord involvement and leg spasticity,1
6261,T->G,Immunodeficiency 31C,1
6262,T->G,Inborn genetic diseases,2
6263,T->G,Infantile hypophosphatasia,1
6264,T->G,Infantile liver failure syndrome 2,1
6265,T->G,Intellectual developmental disorder with persistence of fetal hemoglobin,1
6266,T->G,Joubert syndrome 8,1
6267,T->G,Klein-Waardenberg's syndrome,1
6268,T->G,"Larsen syndrome, Larsen syndrome, dominant type",1
6269,T->G,"Larsen syndrome, dominant type",1
6270,T->G,"Leber congenital amaurosis 8, not provided",1
6271,T->G,"Leukodystrophy, hypomyelinating, 2",1
6272,T->G,"Limb-girdle muscular dystrophy, type 2B, not provided",1
6273,T->G,Lipid proteinosis,1
6274,T->G,Lissencephaly with decussation defect,1
6275,T->G,"Liver cirrhosis, Cerebral calcification, Dilatation, Interstitial pneumonitis",1
6276,T->G,"Long QT syndrome 9, not provided",1
6277,T->G,Lynch syndrome,14
6278,T->G,Lynch syndrome I,4
6279,T->G,"Lynch syndrome, not provided",3
6280,T->G,MITOCHONDRIAL DNA DEPLETION SYNDROME 3,1
6281,T->G,Medium-chain acyl-coenzyme A dehydrogenase deficiency,2
6282,T->G,Mental retardation with language impairment and with or without autistic features,1
6283,T->G,"Mental retardation, autosomal dominant 9",1
6284,T->G,"Metaphyseal chondrodysplasia, Jansen type",1
6285,T->G,Mitochondrial trifunctional protein deficiency,1
6286,T->G,"Multiple cutaneous leiomyomas, Hereditary cancer-predisposing syndrome, not provided",1
6287,T->G,Multiple mitochondrial dysfunctions syndrome 3,1
6288,T->G,"Multiple pterygium syndrome Escobar type, Lethal multiple pterygium syndrome",1
6289,T->G,"Muscular dystrophy, limb-girdle, type 2z",1
6290,T->G,"Myasthenic syndrome, congenital, 7, presynaptic",1
6291,T->G,"Myopathy, actin, congenital, with cores",1
6292,T->G,"NEURODEGENERATION, CHILDHOOD-ONSET, STRESS-INDUCED, WITH VARIABLE ATAXIA AND SEIZURES",1
6293,T->G,Navajo neurohepatopathy,1
6294,T->G,Nemaline myopathy 2,1
6295,T->G,Nemaline myopathy 3,1
6296,T->G,"Neuroblastoma, Neuroblastoma 3",1
6297,T->G,"Noonan syndrome, Inborn genetic diseases, Rasopathy, not provided",1
6298,T->G,"Noonan syndrome, Inborn genetic diseases, not provided",1
6299,T->G,Orotic aciduria,1
6300,T->G,Osteogenesis imperfecta type 7,1
6301,T->G,Paragangliomas 4,1
6302,T->G,Peroxisome biogenesis disorder 11A,1
6303,T->G,Peroxisome biogenesis disorder 11B,1
6304,T->G,Perry syndrome,2
6305,T->G,"Pituitary hormone deficiency, combined 4",1
6306,T->G,"Pontocerebellar hypoplasia, type 9",1
6307,T->G,"Pontoneocerebellar hypoplasia, PONTOCEREBELLAR HYPOPLASIA, TYPE 11",1
6308,T->G,"Primary hyperoxaluria, type I",4
6309,T->G,Primary pulmonary hypertension,15
6310,T->G,Primrose syndrome,1
6311,T->G,Progressive familial intrahepatic cholestasis 2,1
6312,T->G,Proopiomelanocortin deficiency,1
6313,T->G,Pulmonary venoocclusive disease 1,1
6314,T->G,Reduced antithrombin III activity,1
6315,T->G,Retinitis pigmentosa 4,1
6316,T->G,"Rhd, weak d, type I",1
6317,T->G,"Right ventricular cardiomyopathy, Hutchinson-Gilford progeria syndrome, childhood-onset",1
6318,T->G,SPERMATOGENIC FAILURE 18,1
6319,T->G,Schneckenbecken dysplasia,1
6320,T->G,Senior-Loken syndrome 9,3
6321,T->G,Severe myoclonic epilepsy in infancy,6
6322,T->G,Shprintzen-Goldberg syndrome,1
6323,T->G,Sitosterolemia,1
6324,T->G,Smith-Magenis Syndrome-like,1
6325,T->G,"Spastic paraplegia 4, autosomal dominant",1
6326,T->G,Spinocerebellar ataxia 19,1
6327,T->G,"Split-hand/foot malformation 1, Split-foot malformation with mesoaxial polydactyly",1
6328,T->G,Spondylocarpotarsal synostosis syndrome,1
6329,T->G,Spondylometaepiphyseal dysplasia short limb-hand type,1
6330,T->G,Sucrase-isomaltase deficiency,1
6331,T->G,Thyroid dysgenesis,1
6332,T->G,"Trichothiodystrophy 2, photosensitive",1
6333,T->G,"Usher syndrome, Usher syndrome, type 2A, Retinitis pigmentosa 39, not provided",1
6334,T->G,Von Hippel-Lindau syndrome,1
6335,T->G,Warburg micro syndrome 1,1
6336,T->G,"Xeroderma pigmentosum, group C",1
6677,TC->T,Achromatopsia 7,1
6678,TC->T,Adrenocorticotropic hormone deficiency,1
6679,TC->T,Age-related macular degeneration 1,1
6680,TC->T,Alstrom syndrome,2
6681,TC->T,"Bethlem myopathy 1, not provided",1
6682,TC->T,Biotinidase deficiency,4
6683,TC->T,Cardiovascular phenotype,1
6684,TC->T,Ceroid lipofuscinosis neuronal 1,1
6685,TC->T,"Ceruloplasmin belfast, Deficiency of ferroxidase",1
6686,TC->T,Chédiak-Higashi syndrome,1
6687,TC->T,Congenital disorder of glycosylation type 1t,1
6688,TC->T,"Deafness, autosomal recessive 42",1
6689,TC->T,"Deafness, autosomal recessive 9",1
6690,TC->T,Deficiency of ferroxidase,3
6691,TC->T,Diamond-Blackfan anemia 17,1
6692,TC->T,Donnai Barrow syndrome,1
6693,TC->T,Early infantile epileptic encephalopathy 11,1
6694,TC->T,"Encephalopathy, progressive, with amyotrophy and optic atrophy",1
6695,TC->T,"Epilepsy, progressive myoclonic 5",1
6696,TC->T,Factor XIII subunit B deficiency,1
6697,TC->T,Familial hypobetalipoproteinemia,2
6698,TC->T,Fumarase deficiency,2
6699,TC->T,GLUT1 deficiency syndrome 1,2
6700,TC->T,"Generalized epilepsy with febrile seizures plus, type 2, not provided",1
6701,TC->T,"Glaucoma 3, primary congenital, A",1
6702,TC->T,"Glutaric aciduria, type 2",1
6703,TC->T,Glycogen storage disease IIIb,1
6704,TC->T,Hereditary cancer-predisposing syndrome,12
6705,TC->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome",2
6706,TC->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome, not provided",1
6707,TC->T,"Hereditary cancer-predisposing syndrome, not provided",3
6708,TC->T,Hereditary insensitivity to pain with anhidrosis,1
6709,TC->T,Hereditary nonpolyposis colon cancer,6
6710,TC->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome I",1
6711,TC->T,"Hereditary nonpolyposis colon cancer, not provided",1
6712,TC->T,Homocysteinemia due to MTHFR deficiency,1
6713,TC->T,"Hypermanganesemia with dystonia 1, not provided",1
6714,TC->T,"Hypocalcemia, autosomal dominant 1, Hypocalciuric hypercalcemia, familial, type 1",1
6715,TC->T,"Hypogonadism, diabetes mellitus, alopecia, mental retardation and electrocardiographic abnormalities, not provided",1
6716,TC->T,Inborn genetic diseases,4
6717,TC->T,Lynch syndrome,11
6718,TC->T,"Lynch syndrome, not provided",3
6719,TC->T,Medium-chain acyl-coenzyme A dehydrogenase deficiency,1
6720,TC->T,"Mental retardation, autosomal dominant 1",1
6721,TC->T,"Mental retardation, autosomal dominant 18",1
6722,TC->T,"Mental retardation, autosomal dominant 22",1
6723,TC->T,Mowat-Wilson syndrome,3
6724,TC->T,"Myopathy, myofibrillar, 7",1
6725,TC->T,Nemaline myopathy 10,1
6726,TC->T,Nemaline myopathy 2,2
6727,TC->T,"Neutropenia, severe congenital, 7, autosomal recessive",2
6728,TC->T,Nonsyndromic hearing loss and deafness,2
6729,TC->T,Paragangliomas 4,1
6730,TC->T,Parathyroid carcinoma,1
6731,TC->T,"Pheochromocytoma, Gastrointestinal stroma tumor, Paragangliomas 4",1
6732,TC->T,Primary autosomal recessive microcephaly 5,2
6733,TC->T,"Primary hyperoxaluria, type I",1
6734,TC->T,Primary pulmonary hypertension,1
6735,TC->T,Protein-losing enteropathy,1
6736,TC->T,Severe myoclonic epilepsy in infancy,1
6737,TC->T,"Spastic paraplegia 4, autosomal dominant",1
6738,TC->T,Tumor susceptibility linked to germline BAP1 mutations,3
6739,TC->T,"Usher syndrome, type 2A, Retinitis pigmentosa 39",1
6740,TC->T,"not provided, Miyoshi muscular dystrophy 1, not provided",1
6812,TG->T,3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency,1
6813,TG->T,"Acrofacial dysostosis, Cincinnati type",1
6814,TG->T,"Autoimmune lymphoproliferatiVe syndrome, type V",1
6815,TG->T,Biotinidase deficiency,1
6816,TG->T,"Blepharophimosis, ptosis, and epicanthus inversus",1
6817,TG->T,"Brugada syndrome, not provided",2
6818,TG->T,Cardiovascular phenotype,1
6819,TG->T,"Cataract 39, multiple types",1
6820,TG->T,"Charcot-Marie-Tooth disease, recessive intermediate c",1
6821,TG->T,"Chronic granulomatous disease, autosomal recessive cytochrome b-positive, type 2",1
6822,TG->T,Complement component 8 deficiency type 2,1
6823,TG->T,"Congenital hyperammonemia, type I",1
6824,TG->T,"Congenital muscular dystrophy-dystroglycanopathy with mental retardation, type B3, Limb-girdle muscular dystrophy-dystroglycanopathy, type C3",1
6825,TG->T,Cranioectodermal dysplasia 1,1
6826,TG->T,"Deafness, autosomal recessive 59",1
6827,TG->T,"Deafness, autosomal recessive 9",1
6828,TG->T,Deficiency of ribose-5-phosphate isomerase,1
6829,TG->T,Early infantile epileptic encephalopathy,5
6830,TG->T,"Ehlers-Danlos syndrome, type 4",2
6831,TG->T,Endplate acetylcholinesterase deficiency,1
6832,TG->T,"Epilepsy, familial adult myoclonic, 5",1
6833,TG->T,"Epilepsy, idiopathic generalized 9",1
6834,TG->T,Familial benign pemphigus,1
6835,TG->T,"Familial cancer of breast, Hereditary cancer-predisposing syndrome",1
6836,TG->T,Familial hypercholesterolemia,1
6837,TG->T,Familial hypobetalipoproteinemia,2
6838,TG->T,Glycogen storage disease type III,1
6839,TG->T,Hajdu-Cheney syndrome,1
6840,TG->T,Hemochromatosis type 2A,1
6841,TG->T,Hepatic venoocclusive disease with immunodeficiency,2
6842,TG->T,Hereditary Paraganglioma-Pheochromocytoma Syndromes,2
6843,TG->T,Hereditary cancer-predisposing syndrome,13
6844,TG->T,"Hereditary cancer-predisposing syndrome, Hereditary Paraganglioma-Pheochromocytoma Syndromes",1
6845,TG->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome",3
6846,TG->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I, not provided",1
6847,TG->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome, not provided",1
6848,TG->T,"Hereditary cancer-predisposing syndrome, not provided",2
6849,TG->T,"Hereditary hearing loss and deafness, not provided",1
6850,TG->T,Hereditary nonpolyposis colon cancer,5
6851,TG->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome",1
6852,TG->T,"Hereditary nonpolyposis colon cancer, Lynch syndrome",1
6853,TG->T,"Hypercholesterolemia, autosomal recessive",1
6854,TG->T,Inborn genetic diseases,1
6855,TG->T,"Leber congenital amaurosis 2, Retinitis pigmentosa 20",1
6856,TG->T,"Limb-girdle muscular dystrophy, type 2B, not provided",1
6857,TG->T,Lynch syndrome,13
6858,TG->T,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 65",1
6859,TG->T,MYH-associated polyposis,2
6860,TG->T,Macular dystrophy,1
6861,TG->T,"Malignant hyperthermia susceptibility type 5, Hypokalemic periodic paralysis 1",1
6862,TG->T,"Mental retardation, autosomal dominant 14",1
6863,TG->T,"Miyoshi muscular dystrophy 1, Limb-girdle muscular dystrophy, type 2B, Dysferlinopathy, not provided",1
6864,TG->T,Mowat-Wilson syndrome,2
6865,TG->T,"Mucopolysaccharidosis, MPS-IV-B, Infantile GM1 gangliosidosis, GM1 gangliosidosis type 2, Gangliosidosis GM1 type 3",1
6866,TG->T,Multiple gastrointestinal atresias,1
6867,TG->T,Nager syndrome,1
6868,TG->T,"Nager syndrome, Inborn genetic diseases",1
6869,TG->T,Nemaline myopathy 2,1
6870,TG->T,"Nephrotic syndrome, type 5, with or without ocular abnormalities",1
6871,TG->T,Parathyroid carcinoma,1
6872,TG->T,"Pheochromocytoma, Gastrointestinal stroma tumor, Cowden syndrome, Hereditary cancer-predisposing syndrome, Paragangliomas 4",1
6873,TG->T,"Polyglucosan body myopathy 2, not provided",1
6874,TG->T,"Pontocerebellar hypoplasia, type 9",1
6875,TG->T,Primary autosomal recessive microcephaly 5,1
6876,TG->T,"Primary hyperoxaluria, type I",1
6877,TG->T,Primary pulmonary hypertension,5
6878,TG->T,Protein-losing enteropathy,1
6879,TG->T,Recessive dystrophic epidermolysis bullosa,1
6880,TG->T,"Robinow syndrome, autosomal dominant 2",1
6881,TG->T,"Severe congenital neutropenia 3, autosomal recessive, not provided",1
6882,TG->T,Severe myoclonic epilepsy in infancy,2
6883,TG->T,Shashi-Pena syndrome,2
6884,TG->T,"Spastic paraplegia 4, autosomal dominant",1
6885,TG->T,Tatton-Brown-rahman syndrome,1
6886,TG->T,Tumor susceptibility linked to germline BAP1 mutations,1
6887,TG->T,Von Hippel-Lindau syndrome,1
6888,TG->T,Waardenburg syndrome type 2A,1
6889,TG->T,"Xeroderma pigmentosum, group C",1
6890,TG->T,"heterogeneous nuclear ribonucleoprotein G, human",1
